"NH_Index","NH_ID","X","Y","N","A","Ap","Ar","Hs","Ho","FIS","HWE_p","HetEx_p","HomEx_p","NS_ex0.10","NS_ex0.05","NS_ex0.02","NS_ex0.00"
434,"Indiv434",19582.6087,23756.52174,88,4.6,0.9787,4.2505,0.6081,0.6165,-0.0232,0.4846,0.1916,0.2441,87.3,105.4,92.5,91.6
435,"Indiv435",19582.6087,22713.04348,98,4.6,0.9787,4.2441,0.6089,0.6179,-0.0259,0.4653,0.2221,0.247,80,95.9,93,95.3
436,"Indiv436",19582.6087,21669.56522,90,4.6,0.9787,4.221,0.6077,0.6139,-0.0217,0.4045,0.1601,0.3058,97.2,121.4,106.3,108.7
437,"Indiv437",19582.6087,20626.08696,97,4.6,0.9787,4.2296,0.6125,0.6155,-0.0157,0.4101,0.181,0.3056,112.1,131.8,117.5,126.4
438,"Indiv438",19582.6087,19582.6087,104,4.6,0.9787,4.2196,0.6151,0.6173,-0.0131,0.3964,0.1559,0.2946,115.8,136.4,137.7,134.6
439,"Indiv439",19582.6087,18539.13043,99,4.6,0.9787,4.1896,0.6092,0.6126,-0.0125,0.4175,0.2085,0.3079,128.1,119.1,136.9,161.9
440,"Indiv440",19582.6087,17495.65217,107,4.65,0.9894,4.1858,0.6094,0.6131,-0.0152,0.3936,0.2514,0.2585,122.9,112.4,127.3,149.4
441,"Indiv441",19582.6087,16452.17391,106,4.65,0.9894,4.2038,0.6104,0.6057,-0.0019,0.4443,0.2563,0.2962,125.5,129.2,130.8,163.2
442,"Indiv442",19582.6087,15408.69565,125,4.65,0.9894,4.2156,0.6121,0.608,-5e-04,0.4618,0.1762,0.378,120.2,114.6,125.7,143.9
443,"Indiv443",19582.6087,14365.21739,126,4.65,0.9894,4.2031,0.6116,0.6064,6e-04,0.4648,0.1839,0.3652,112.7,105.9,121.5,147.7
444,"Indiv444",19582.6087,13321.73913,130,4.65,0.9894,4.207,0.6158,0.6146,-0.0044,0.4276,0.2135,0.3076,98.9,95.5,114.4,124.3
445,"Indiv445",19582.6087,12278.26087,128,4.65,0.9894,4.2026,0.6165,0.6148,-0.0043,0.4714,0.1794,0.3264,97.6,93.5,112.1,126.9
446,"Indiv446",19582.6087,11234.78261,116,4.65,0.9894,4.2053,0.6147,0.6112,-0.003,0.442,0.1815,0.3646,105.7,96.5,125.4,138
447,"Indiv447",19582.6087,10191.30435,74,4.55,0.9681,4.1531,0.6084,0.5986,0.0097,0.437,0.2404,0.3321,74,64,79.9,105.7
448,"Indiv448",19582.6087,9147.826087,71,4.55,0.9681,4.1743,0.6075,0.6042,-0.0017,0.4263,0.2222,0.3385,57.9,57.9,62.3,78
449,"Indiv449",19582.6087,8104.347826,57,4.45,0.9468,4.1657,0.6017,0.5939,0.004,0.407,0.1137,0.3552,46.9,47,55,61.8
450,"Indiv450",19582.6087,7060.869565,37,4.3,0.9149,4.1457,0.6051,0.6013,-0.004,0.3085,0.1061,0.3956,35.2,40,41.5,42.1
451,"Indiv451",19582.6087,6017.391304,20,4,0.8511,4,0.6061,0.615,-0.0238,0.4298,0.1928,0.4174,28.9,33.1,34.6,34.6
452,"Indiv452",19582.6087,4973.913043,9,,,,,,,,,,,,,
453,"Indiv453",19582.6087,3930.434783,9,,,,,,,,,,,,,
454,"Indiv454",19582.6087,2886.956522,12,,,,,,,,,,,,,
455,"Indiv455",19582.6087,1843.478261,13,,,,,,,,,,,,,
456,"Indiv456",19582.6087,800,12,,,,,,,,,,,,,
457,"Indiv457",20626.08696,24800,56,4.6,0.9787,4.2304,0.6034,0.6116,-0.022,0.509,0.1642,0.2999,91,112,112.4,105.7
458,"Indiv458",20626.08696,23756.52174,60,4.6,0.9787,4.2218,0.6026,0.61,-0.0218,0.4952,0.1525,0.2897,88,108,115,100.1
459,"Indiv459",20626.08696,22713.04348,89,4.6,0.9787,4.2375,0.6103,0.618,-0.0247,0.4163,0.1648,0.3007,87.4,107,98.7,107.2
460,"Indiv460",20626.08696,21669.56522,86,4.6,0.9787,4.2348,0.6115,0.6174,-0.0205,0.3909,0.2033,0.2797,79.6,92.4,87.7,98
461,"Indiv461",20626.08696,20626.08696,92,4.6,0.9787,4.1718,0.6093,0.6152,-0.0184,0.4616,0.1884,0.3,105.6,128.7,147.8,151.4
462,"Indiv462",20626.08696,19582.6087,83,4.6,0.9787,4.165,0.6114,0.6102,-0.0069,0.4916,0.1776,0.3235,125.4,150.1,150.7,152.3
463,"Indiv463",20626.08696,18539.13043,75,4.5,0.9574,4.1241,0.6048,0.6033,-0.0071,0.5076,0.1995,0.3424,108.4,99.2,115,139.6
464,"Indiv464",20626.08696,17495.65217,79,4.6,0.9787,4.1811,0.6048,0.6,-0.0015,0.4337,0.2114,0.3264,99.8,106.8,105.8,159.6
465,"Indiv465",20626.08696,16452.17391,111,4.65,0.9894,4.1972,0.6092,0.6027,9e-04,0.4499,0.2435,0.3362,104.6,104.3,109.5,136.2
466,"Indiv466",20626.08696,15408.69565,112,4.65,0.9894,4.1962,0.6085,0.6018,0.0016,0.4791,0.2724,0.3027,104.5,103.8,111.4,137.2
467,"Indiv467",20626.08696,14365.21739,97,4.65,0.9894,4.1737,0.6109,0.6016,0.0053,0.424,0.229,0.3335,97.6,93.8,109.3,145.4
468,"Indiv468",20626.08696,13321.73913,120,4.65,0.9894,4.1998,0.6138,0.6104,-0.0037,0.4382,0.2092,0.3419,93.5,93.6,112.3,126.5
469,"Indiv469",20626.08696,12278.26087,122,4.65,0.9894,4.1997,0.615,0.6127,-0.0055,0.4105,0.1817,0.3579,95.2,96.3,111.8,126.6
470,"Indiv470",20626.08696,11234.78261,116,4.65,0.9894,4.2,0.6138,0.6129,-0.0075,0.4162,0.1664,0.368,96.7,84.9,109.9,125.5
471,"Indiv471",20626.08696,10191.30435,109,4.65,0.9894,4.2097,0.6141,0.606,0.0041,0.3704,0.1472,0.3589,83,81.1,96.1,109.7
472,"Indiv472",20626.08696,9147.826087,96,4.6,0.9787,4.1816,0.61,0.6057,-0.0034,0.4284,0.2026,0.3268,67.1,69.9,76.9,89.1
473,"Indiv473",20626.08696,8104.347826,72,4.55,0.9681,4.1424,0.6038,0.6007,-0.0055,0.3676,0.1895,0.3617,48,48.1,55.4,69.4
474,"Indiv474",20626.08696,7060.869565,46,4.4,0.9362,4.1275,0.6001,0.5935,0,0.4024,0.2176,0.3804,51.3,46.9,54,58.7
475,"Indiv475",20626.08696,6017.391304,31,4.2,0.8936,4.035,0.6037,0.6097,-0.0162,0.3751,0.166,0.3806,36.6,43.8,43.4,47.4
476,"Indiv476",20626.08696,4973.913043,22,3.95,0.8404,3.9169,0.6069,0.625,,0.3913,0.1612,0.3909,27,23.3,28.8,28.8
477,"Indiv477",20626.08696,3930.434783,13,,,,,,,,,,,,,
478,"Indiv478",20626.08696,2886.956522,10,,,,,,,,,,,,,
479,"Indiv479",20626.08696,1843.478261,11,,,,,,,,,,,,,
480,"Indiv480",20626.08696,800,11,,,,,,,,,,,,,
481,"Indiv481",21669.56522,24800,47,4.55,0.9681,4.2083,0.5999,0.6,-0.0078,0.4999,0.1754,0.3114,68.5,85.3,85.1,88.5
482,"Indiv482",21669.56522,23756.52174,69,4.6,0.9787,4.2187,0.6018,0.6087,-0.0241,0.4894,0.1486,0.2907,82.4,101.4,119.9,117.9
483,"Indiv483",21669.56522,22713.04348,76,4.6,0.9787,4.2191,0.607,0.6158,-0.0251,0.48,0.1794,0.2778,69.7,86,90.2,102.5
484,"Indiv484",21669.56522,21669.56522,77,4.6,0.9787,4.195,0.6043,0.6123,-0.0229,0.4719,0.2175,0.2667,71,82.7,106,111.9
485,"Indiv485",21669.56522,20626.08696,84,4.6,0.9787,4.1523,0.6082,0.6113,-0.0147,0.4711,0.1912,0.2825,91.1,98.1,101.4,119.8
486,"Indiv486",21669.56522,19582.6087,90,4.55,0.9681,4.1603,0.6108,0.6122,-0.0106,0.4594,0.1437,0.3078,95.1,100.5,124.6,137.4
487,"Indiv487",21669.56522,18539.13043,93,4.65,0.9894,4.1922,0.606,0.6113,-0.0182,0.5098,0.2482,0.2962,96.8,102.7,118.8,155.9
488,"Indiv488",21669.56522,17495.65217,98,4.65,0.9894,4.2005,0.6077,0.6082,-0.0117,0.4387,0.2328,0.3276,101.2,100.7,115.8,138.9
489,"Indiv489",21669.56522,16452.17391,111,4.65,0.9894,4.1943,0.6076,0.6004,0.0018,0.4306,0.2299,0.3602,107.8,103.7,115.3,146.8
490,"Indiv490",21669.56522,15408.69565,109,4.65,0.9894,4.1813,0.6073,0.5986,0.0036,0.4172,0.1921,0.3712,93.6,94.3,105.2,138.5
491,"Indiv491",21669.56522,14365.21739,107,4.65,0.9894,4.1802,0.609,0.6037,-0.0021,0.4397,0.2044,0.3215,86.3,87.4,98.7,132.1
492,"Indiv492",21669.56522,13321.73913,110,4.65,0.9894,4.1968,0.6127,0.6036,0.0034,0.4262,0.2118,0.3792,89.2,88.3,113.2,125.9
493,"Indiv493",21669.56522,12278.26087,113,4.65,0.9894,4.1953,0.6149,0.604,0.0075,0.4167,0.2212,0.3853,80.6,80.8,100.2,113.4
494,"Indiv494",21669.56522,11234.78261,111,4.65,0.9894,4.188,0.6129,0.605,0.0036,0.4118,0.1525,0.4007,94.5,86.4,107.3,122.1
495,"Indiv495",21669.56522,10191.30435,107,4.6,0.9787,4.197,0.6131,0.6066,7e-04,0.3946,0.1203,0.3518,84.3,82.1,95.4,104.6
496,"Indiv496",21669.56522,9147.826087,89,4.55,0.9681,4.1518,0.607,0.6039,-0.0059,0.3949,0.1414,0.3673,67.4,64.1,71.7,84.7
497,"Indiv497",21669.56522,8104.347826,73,4.55,0.9681,4.1433,0.6064,0.6055,-0.0096,0.359,0.1854,0.3173,55.4,52.4,57.2,75.5
498,"Indiv498",21669.56522,7060.869565,57,4.4,0.9362,4.133,0.6078,0.5912,0.0114,0.3592,0.1059,0.3889,55.8,52.4,54.6,62.8
499,"Indiv499",21669.56522,6017.391304,45,4.35,0.9255,4.1007,0.6062,0.5911,0.0128,0.4328,0.2075,0.377,58.9,53.5,55.3,67.7
500,"Indiv500",21669.56522,4973.913043,39,4.35,0.9255,4.127,0.6131,0.6051,0.0014,0.3815,0.1582,0.3999,51.2,45.8,49.1,58.6
501,"Indiv501",21669.56522,3930.434783,13,,,,,,,,,,,,,
502,"Indiv502",21669.56522,2886.956522,9,,,,,,,,,,,,,
503,"Indiv503",21669.56522,1843.478261,12,,,,,,,,,,,,,
504,"Indiv504",21669.56522,800,10,,,,,,,,,,,,,
505,"Indiv505",22713.04348,24800,55,4.6,0.9787,4.2139,0.6021,0.6027,-0.011,0.5145,0.1604,0.3074,74.4,83.7,85.7,93.7
506,"Indiv506",22713.04348,23756.52174,57,4.6,0.9787,4.206,0.6018,0.6035,-0.0133,0.522,0.1401,0.3284,77.3,84,91.9,92.8
507,"Indiv507",22713.04348,22713.04348,61,4.6,0.9787,4.1906,0.6048,0.6058,-0.0127,0.5257,0.1992,0.3042,67.7,74.7,88.6,94.8
508,"Indiv508",22713.04348,21669.56522,68,4.55,0.9681,4.1616,0.6046,0.6125,-0.0236,0.4775,0.1009,0.298,84.9,82.3,105.9,122.6
509,"Indiv509",22713.04348,20626.08696,77,4.55,0.9681,4.1452,0.6071,0.613,-0.0188,0.4778,0.1542,0.2707,109.5,104.7,111.8,139.4
510,"Indiv510",22713.04348,19582.6087,77,4.4,0.9362,4.1218,0.6081,0.6169,-0.0228,0.5086,0.1594,0.2572,87.1,93.7,102.2,115.7
511,"Indiv511",22713.04348,18539.13043,59,4.4,0.9362,4.1181,0.6088,0.6237,-0.0313,0.5576,0.2838,0.3402,70.4,71.1,84.5,97.1
512,"Indiv512",22713.04348,17495.65217,90,4.65,0.9894,4.2098,0.6076,0.6094,-0.0136,0.4564,0.2181,0.2917,113.1,110.8,130.6,157.6
513,"Indiv513",22713.04348,16452.17391,99,4.65,0.9894,4.2062,0.6097,0.6071,-0.0048,0.444,0.2515,0.3838,100.9,97,113.2,136.6
514,"Indiv514",22713.04348,15408.69565,95,4.65,0.9894,4.2065,0.6071,0.6005,0.0016,0.4183,0.2261,0.291,82.1,86,96.2,122.2
515,"Indiv515",22713.04348,14365.21739,89,4.65,0.9894,4.1593,0.6076,0.6028,-0.0034,0.4139,0.2337,0.3264,67.4,68.2,72.4,111.3
516,"Indiv516",22713.04348,13321.73913,86,4.65,0.9894,4.1589,0.6081,0.6,0.001,0.3967,0.1259,0.4014,63.3,61.8,66.6,85.6
517,"Indiv517",22713.04348,12278.26087,83,4.55,0.9681,4.1528,0.6082,0.6036,-0.0045,0.4402,0.1743,0.3415,55.6,55.7,67.3,79.5
518,"Indiv518",22713.04348,11234.78261,83,4.55,0.9681,4.1497,0.6089,0.6084,-0.0111,0.4218,0.2139,0.305,69.8,65.9,77.2,87.2
519,"Indiv519",22713.04348,10191.30435,90,4.6,0.9787,4.1606,0.6093,0.6072,-0.0093,0.3807,0.2447,0.3017,77,77.9,91.9,104.7
520,"Indiv520",22713.04348,9147.826087,76,4.55,0.9681,4.1456,0.6056,0.6033,-0.0067,0.3564,0.1708,0.3351,52,53.5,57.9,77
521,"Indiv521",22713.04348,8104.347826,65,4.45,0.9468,4.1326,0.6044,0.5977,-0.0022,0.3705,0.1348,0.3229,49.9,49.5,52.7,63.7
522,"Indiv522",22713.04348,7060.869565,58,4.4,0.9362,4.1433,0.6086,0.5914,0.0129,0.4029,0.1333,0.3779,65.7,50.8,52.5,64
523,"Indiv523",22713.04348,6017.391304,50,4.4,0.9362,4.135,0.6041,0.591,0.0091,0.4436,0.1576,0.4184,67,53.6,69.4,75.2
524,"Indiv524",22713.04348,4973.913043,31,4.2,0.8936,4.0388,0.6083,0.6081,,0.3743,0.1364,0.3612,57.4,51.4,53,58
525,"Indiv525",22713.04348,3930.434783,13,,,,,,,,,,,,,
526,"Indiv526",22713.04348,2886.956522,10,,,,,,,,,,,,,
527,"Indiv527",22713.04348,1843.478261,9,,,,,,,,,,,,,
528,"Indiv528",22713.04348,800,9,,,,,,,,,,,,,
529,"Indiv529",23756.52174,24800,50,4.55,0.9681,4.1832,0.5985,0.603,-0.0168,0.5088,0.1476,0.3248,64.3,81.9,103.4,106.2
530,"Indiv530",23756.52174,23756.52174,50,4.5,0.9574,4.1633,0.5996,0.609,-0.0238,0.476,0.1609,0.2984,67.5,82,104.2,100.4
531,"Indiv531",23756.52174,22713.04348,45,4.4,0.9362,4.0588,0.5998,0.61,-0.0288,0.5343,0.1532,0.322,42.7,44.1,55.4,69.8
532,"Indiv532",23756.52174,21669.56522,54,4.45,0.9468,4.1202,0.6003,0.6111,-0.0289,0.4704,0.0635,0.2904,53.7,48.8,54.3,72.4
533,"Indiv533",23756.52174,20626.08696,63,4.45,0.9468,4.0845,0.6034,0.6159,-0.0307,0.4751,0.0885,0.2497,70.8,67.8,73.9,92.3
534,"Indiv534",23756.52174,19582.6087,64,4.4,0.9362,4.0865,0.6056,0.6156,-0.0241,0.5358,0.1868,0.252,94.1,91.2,108,121.2
535,"Indiv535",23756.52174,18539.13043,75,4.55,0.9681,4.1819,0.6071,0.614,-0.0205,0.5006,0.2299,0.361,82.3,86,101.5,124.8
536,"Indiv536",23756.52174,17495.65217,80,4.65,0.9894,4.2206,0.6079,0.6131,-0.0181,0.5019,0.2591,0.2814,91.4,96.8,113.1,149.1
537,"Indiv537",23756.52174,16452.17391,83,4.65,0.9894,4.2047,0.6097,0.6115,-0.0129,0.4654,0.2066,0.318,99.1,98.2,121.2,158.7
538,"Indiv538",23756.52174,15408.69565,64,4.6,0.9787,4.1646,0.6117,0.6203,-0.0248,0.4811,0.2591,0.3072,75.5,70.8,79.4,116.9
539,"Indiv539",23756.52174,14365.21739,61,4.6,0.9787,4.1528,0.6023,0.5992,-0.0036,0.5007,0.2749,0.376,53.1,58.3,69.4,100.1
540,"Indiv540",23756.52174,13321.73913,71,4.55,0.9681,4.1716,0.607,0.6007,1e-04,0.468,0.2081,0.3854,46.8,44.6,54.8,64.6
541,"Indiv541",23756.52174,12278.26087,70,4.55,0.9681,4.1505,0.6072,0.6036,-0.01,0.3924,0.1472,0.2926,52.7,51.8,63,73.4
542,"Indiv542",23756.52174,11234.78261,80,4.55,0.9681,4.1486,0.6096,0.6075,-0.008,0.4041,0.2159,0.3745,58.4,55.9,66.2,76.7
543,"Indiv543",23756.52174,10191.30435,73,4.55,0.9681,4.1496,0.6079,0.6061,-0.0084,0.4155,0.1882,0.3323,68.7,60.3,73,84.5
544,"Indiv544",23756.52174,9147.826087,72,4.55,0.9681,4.1445,0.6038,0.6014,-0.0076,0.3567,0.163,0.3326,49.2,50.9,57.4,72.9
545,"Indiv545",23756.52174,8104.347826,65,4.45,0.9468,4.1301,0.6033,0.5985,-0.0052,0.3521,0.1456,0.3102,54.4,49.9,53.7,64.8
546,"Indiv546",23756.52174,7060.869565,43,4.3,0.9149,4.0702,0.599,0.5895,,0.3506,0.0868,0.3662,63.3,49.3,59.3,60.2
547,"Indiv547",23756.52174,6017.391304,39,4.35,0.9255,4.1098,0.6022,0.6013,-0.0082,0.3447,0.0876,0.3651,40.6,43,52.7,56.7
548,"Indiv548",23756.52174,4973.913043,29,4.15,0.883,4.0244,0.6032,0.6103,,0.3779,0.1903,0.2849,47.3,41.6,43.4,48
549,"Indiv549",23756.52174,3930.434783,16,,,,,,,,,,,,,
550,"Indiv550",23756.52174,2886.956522,9,,,,,,,,,,,,,
551,"Indiv551",23756.52174,1843.478261,10,,,,,,,,,,,,,
552,"Indiv552",23756.52174,800,6,,,,,,,,,,,,,
553,"Indiv553",24800,24800,44,4.5,0.9574,4.1774,0.5976,0.6011,-0.0168,0.5347,0.1481,0.2963,58.8,66,81.2,90.9
554,"Indiv554",24800,23756.52174,36,4.45,0.9468,4.1839,0.6023,0.6111,-0.0256,0.5425,0.1319,0.3527,39.5,44.4,53.3,60.5
555,"Indiv555",24800,22713.04348,25,4.25,0.9043,4.1396,0.5968,0.618,-0.0376,0.5414,0.2396,0.3475,29.7,35.6,54.6,54.6
556,"Indiv556",24800,21669.56522,34,4.3,0.9149,4.0629,0.6006,0.6235,-0.044,0.5631,0.1894,0.3621,40.3,44.8,52.2,65.6
557,"Indiv557",24800,20626.08696,50,4.4,0.9362,4.1198,0.6051,0.622,-0.0367,0.4845,0.1619,0.267,57.3,52.5,70.4,74.9
558,"Indiv558",24800,19582.6087,59,4.4,0.9362,4.1478,0.6128,0.6212,-0.0219,0.5207,0.094,0.3355,96.4,94.9,112,133.7
559,"Indiv559",24800,18539.13043,54,4.4,0.9362,4.1202,0.6125,0.6296,-0.0359,0.5233,0.2275,0.3252,69.9,73.8,83.3,100.4
560,"Indiv560",24800,17495.65217,66,4.55,0.9681,4.1997,0.6123,0.6182,-0.0199,0.4666,0.2328,0.3204,97.6,100.5,114.9,142.2
561,"Indiv561",24800,16452.17391,64,4.55,0.9681,4.1698,0.612,0.6156,-0.0165,0.4584,0.2343,0.2956,85.3,92.2,100.9,140.9
562,"Indiv562",24800,15408.69565,30,4.1,0.8723,4.0178,0.6252,0.6467,-0.0457,0.5152,0.2433,0.3267,80.5,77.4,77.4,94.5
563,"Indiv563",24800,14365.21739,20,4.05,0.8617,4.05,0.5998,0.61,-0.0322,0.4792,0.2147,0.3513,66.1,90.2,143.7,143.7
564,"Indiv564",24800,13321.73913,43,4.6,0.9787,4.1803,0.6035,0.5919,0.0087,0.4454,0.2799,0.4165,51.9,63.5,72.5,118.6
565,"Indiv565",24800,12278.26087,54,4.55,0.9681,4.1764,0.6064,0.5981,-0.0027,0.4289,0.0944,0.3194,49.9,54.1,60.9,74.2
566,"Indiv566",24800,11234.78261,45,4.45,0.9468,4.1819,0.6015,0.5911,0.0016,0.4344,0.1399,0.344,50.5,49.7,57.8,63.8
567,"Indiv567",24800,10191.30435,38,4.45,0.9468,4.1657,0.5971,0.5816,0.0072,0.4812,0.1666,0.3409,62.9,63.4,64.7,85.5
568,"Indiv568",24800,9147.826087,43,4.4,0.9362,4.133,0.5984,0.5826,0.0088,0.4389,0.1985,0.3788,42.3,40,49.2,56
569,"Indiv569",24800,8104.347826,47,4.4,0.9362,4.1454,0.5993,0.583,0.0119,0.4298,0.1665,0.3851,43.9,44,51.6,56.4
570,"Indiv570",24800,7060.869565,42,4.3,0.9149,4.0764,0.6002,0.5928,,0.3664,0.0897,0.3637,59.6,50.2,56.8,57.8
571,"Indiv571",24800,6017.391304,30,4.25,0.9043,4.0897,0.5952,0.595,,0.4244,0.143,0.2946,37.9,41.8,46,46.6
572,"Indiv572",24800,4973.913043,18,,,,,,,,,,,,,
573,"Indiv573",24800,3930.434783,9,,,,,,,,,,,,,
574,"Indiv574",24800,2886.956522,6,,,,,,,,,,,,,
575,"Indiv575",24800,1843.478261,6,,,,,,,,,,,,,
576,"Indiv576",24800,800,5,,,,,,,,,,,,,
